,name,platform,release_date,summary,meta_score,user_review,release_year,P
2555,Yakuza 6: The Song of Life,PlayStation 4,"April 17, 2018","In Yakuza 6, Kazuma Kiryu will find out exactly how much people are willing to sacrifice for family -- be those ties through blood or bond -- when he investigates a series of shadowy events that involve the ones he holds closest to his heart. Fresh out of a three-year prison sentence, an older and weathered Kiryu comes to find out that his surrogate daughter, Haruka, has gone missing from the orphanage he looks after. The trail leads him to his old stomping grounds in Kamurocho, where he discovers that she has been struck by a car and now lies in a coma. To make matters worse, Kiryu learns that Haruka now has a son that he must look after. With baby in hand, Kiryu journeys to the seaside town of Onomichi, Hiroshima to unravel the truth about Haruka, her son, and a sinister secret that the Hiroshima yakuza are harbouring. From the unparalleled realism of the new setting of Onomichi, a beautiful, sleepy port town in Hiroshima Prefecture, to the latest evolution of Kamurocho, the biggest red-light district in Tokyo, Yakuza 6 is the ultimate iteration the game's blend of gritty crime story, hyper-explosive combat, and all the vices and distractions those locales have to offer.",80.12518555170708,8.4,2018,PlayStation 4
2560,Terraria,PC,"May 16, 2011","Terraria offers players a chance to be an action gamer, master builder, a collector, and even an explorer.",80.89708065314201,8.7,2011,PC
2561,Little Nightmares II,PC,"February 11, 2021","Little Nightmares II is a suspense-adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by a mysterious transmission from a distant signal tower. With Six, the girl in a yellow raincoat, Mono sets out to discover the dark secrets of The Signal Tower and save Six from her terrible fate; but their journey will not be easy as Mono and Six will face an array of new threats from the terrible residents of this world. Will you dare face this collection of new, little nightmares? PLAY A DARK, THRILLING, SUSPENSE ADVENTURE: A host of brand-new residents lie in wait to haunt your steps and disturb your sleep. Outsmart the sadistic teacher, survive the bloodthirsty hunter and flee from many more terrifying characters, as Mono and Six journey through this world together. DISCOVER A FANTASTICAL WORLD CORRUPTED BY THE SIGNAL TOWER: Escape a world that’s rotten from the inside. Your journey will take you from creepy woodlands to sinister schools on your way to the dreadful Signal Tower. Find the source of the evil that spreads through the TV screens of the world. AWAKEN YOUR INNER CHILD TO SAVE SIX FROM THE DARKNESS: Six is fading from this world, and her only hope is to journey with Mono to find what has afflicted her from the Signal Tower. In this world of unknown terrors, you are her only beacon of hope. Can you gather up the courage to fend off your tormenters, and work with Six to make sense of The Signal Tower?",81.33745670460168,8.2,2021,PC
2584,Fallout: New Vegas - Old World Blues,Xbox 360,"July 19, 2011","In Old World Blues, releasing in June, you will discover how some of the Mojave’s mutated monsters came to be when you unwittingly become a lab rat in a science experiment gone awry. You’ll need to scour the Pre-War research centers of the Big Empty in search of technology to turn the tables on your kidnappers or join forces with them against an even greater threat.",80.89708065314201,8.2,2011,Xbox 360
2596,Metro Redux,PlayStation 4,"August 26, 2014","Survive the horrors of the Russian apocalypse - equip your gasmask and an arsenal of hand-made weaponry as you face up to the threat of deadly mutants, human foes, and the terrifying environment itself. Immerse yourself in the Moscow Metro - and witness one of the most atmospheric worlds in gaming brought to life with next-gen visuals at 60FPS.",80.73874319643741,8.0,2014,PlayStation 4
2613,Metal Gear Rising: Revengeance,PC,"January 9, 2014",Metal Gear Solid Rising makes its way to the PC and features Raiden as a playable character.,80.73874319643741,8.1,2014,PC
2624,Alan Wake,PC,"February 16, 2012","Alan Wake is a psychological action thriller, a unique new take in the world of gaming. The game is set in an idyllic all-American small town and its surroundings in the state of Washington. Alan Wake, the game's protagonist, is a bestselling horror writer, who writes a novel about his darkest nightmares. In the game, those nightmares come true. As with Remedy's previous games, story and atmosphere are fundamental elements. The game features a massive, open world for the players to explore. The game design is mission based with the player as the driving force behing the action, and as with their previous games, Remedy again focuses completely on delivering the best possible single player experience. The use of light is a significant gameplay element. Remedy has developed proprietary new technology to support the gameplay of the title and to push the high definition visuals to the next level. [Remedy]",80.9465611083622,8.0,2012,PC
2636,Transistor,PC,"May 20, 2014",Transistor is a science-fiction themed action RPG set in a futuristic city where players will take on the role of a young woman who gains control of an extraordinary weapon of unknown origin after a mysterious group of assailants nearly kills her with it.,80.73874319643741,8.4,2014,PC
2637,Pac-Man Championship Edition,Xbox 360,"June 6, 2007","[Xbox Live Arcade] Pac-Man returns in this enhanced version of the all time classic videogame. Pac-Man Championship Edition has many new and unique gameplay features, but still spotlights the big yellow PAC-MAN we all know and love. The enhanced version now features constantly evolving mazes, a time limit, and six different game modes. Graphics and sound have been fully enhanced in this new version of the classic game. You'll have to practice hard and play well to conquer the increased gameplay speed! Remember, this is the Championship Edition so you know it will provide a good challenge. [Microsoft]",81.25333993072736,8.5,2007,Xbox 360
2647,No Man's Sky Beyond,PlayStation 4,"August 14, 2019","No Man’s Sky is an epic science fiction adventure set across an infinite universe, in which every star is the light of a distant sun, orbited by planets filled with life — each yours to visit. Explore never-before-seen worlds and trade, fight and survive on a galactic scale.",80.43196437407224,8.2,2019,PlayStation 4
2684,Katana ZERO,PC,"April 18, 2019","Slice through time to take back what's rightfully yours in a neo-noir, instant-death action platformer.",80.43196437407224,8.9,2019,PC
2694,RACE 07: Official WTCC Game,PC,"October 9, 2007","Real Cars. Real Racing. 300 Cars on 32 Tracks. Thats what it's all about in RACE 07. Enjoy 9 different racing classes, each with its own distinctive character. From the prestigious World Touring Car Championship to the insance speed of the F3000 class. These are just a few of the many cars and the classes featured in this ultimate racing curcuits or city tracks and see the track through the unique Helmet Camera or with the immersive Action Camera. Enjoy RACE 07 and esperience virtural racing like you've never expereinced it before. [Viva Media]",81.25333993072736,8.8,2007,PC
