,name,platform,release_date,summary,meta_score,user_review,release_year,P,score
2219,Skate 2,Xbox 360,"January 21, 2009","Skate 2 picks up five years after the original Skate, a period marred by an unspeakable disaster that left San Vanelona in ruins. Within that time, Mongocorp rebuilt the city but their zealous protection of private property has put a damper on the once thriving skate population. Equipped with double the bag of tricks, gamers are tasked to rebuild their career and revive the New San Vanelona skate scene. With their ability to get off-board to move objects around and with help from a crew of locals, players embark on a mission to take back the city, one spot at a time. Along the way, they need to get coverage, earn sponsorships, own challenges and enter contests, including a coveted invite to etnies GvR competition. [Electronic Arts]",84,8.1,2009,Xbox_360,680.4
2220,NieR: Automata,PC,"March 17, 2017","The distant future Invaders from another world attack without warning, unleashing a new type of threat: weapons known as machine lifeforms. In the face of this insurmountable threat, mankind is driven from Earth and takes refuge on the Moon. The Council of Humanity organizes a resistance of android soldiers in an effort to take back their planet. To break the deadlock, the Resistance deploys a new unit of android infantry: YoRHa. In the forsaken wasteland below, the war between the machines and the androids rages on. A war that is soon to unveil the long-forgotten truth of this world...",84,8.6,2017,PC,722.4
2223,Brothers in Arms: Earned in Blood,PC,"October 6, 2005","Experience authentic WWII combat as Sergeant Joe Hartsock and lead your squad beyond Carentan to liberate all of Normandy. Taking online tactics to new heights, Brothers In Arms Earned In Blood offers more unique multiplayer missions and improved online support. (Including the bundled addition of modification support for the PC). Earned In Blood features an all-new cooperative Skirmish mode that allows one or two players to take a tour of duty through a series of authentic and harrowing custom combat missions. Arm yourself with additional authentic weapons and command new vehicles like the M10 ""Wolverine"" Tank Destroyer. More Challenging and Dynamic Combat - the game features close quarter urban environments and a new, next generation artificial intelligence system. [Ubisoft]",84,7.4,2005,PC,621.6
2226,Marvel's Spider-Man: Miles Morales,PlayStation 4,"November 12, 2020",The latest adventure in the Spider-Man universe will build on and expand 'Marvel's Spider-Man' through an all-new story. Players will experience the rise of Miles Morales as he masters new powers to become his own Spider-Man.,84,7.6,2020,PlayStation_4,638.4
2229,The Darkside Detective: A Fumble in the Dark,PC,"April 15, 2021","Delouse your room with sage and pack up your travel-sized ouija board, it’s time to re-enter Twin Lakes - America’s 34th most haunted city. Join Detective McQueen as he puzzles his way through 6 chilling cases, risking life and pixelated limb to solve the macabre mysteries that plague the poor town.",84,7.7,2021,PC,646.8000000000001
2235,Borderlands,Xbox 360,"October 20, 2009","As the first title in an all-new sci-fi action franchise, Borderlands combines the best elements of Gearbox Software's first-person action titles with player customization and vehicular combat. Borderlands features a unique content generation system allowing for near-endless variety in missions, environments, enemies, weapons, item drops and character customization. Borderlands is a cooperative experience, allowing for multiple players to share the same game experience simultaneously online. Players can freely join or leave each other’s games at anytime, or choose to play in the full single-player mode. Borderlands features life-like character animations, impressive real-time physics, and customizable vehicles. More details to follow. [2K Games/Gearbox Software]",84,8.1,2009,Xbox_360,680.4
2237,Nioh: Complete Edition,PC,"November 7, 2017","Ready to die? Experience the newest brutal action game from Team NINJA and Koei Tecmo Games. In the age of samurai, a lone traveler lands on the shores of Japan. He must fight his way through the vicious warriors and supernatural Yokai that infest the land in order to find that which he seeks.",84,7.0,2017,PC,588.0
2239,ICEY,PC,"November 17, 2016","ICEY is a 2D side-scrolling ACT and a META game in disguise. As you follow the narrator's omnipresent voice, you will see through ICEY's eyes and learn the truth about her world. The narrator will constantly urge you in one direction, but you must ask, ""Why? Why am I following his directions?",84,7.7,2016,PC,646.8000000000001
2241,Grim Fandango Remastered,PC,"January 26, 2015","Something is rotten in the land of the Dead, and you are being played for a sucker. Please meet Manny Calavera, travel agent at the Department of Death. He sells luxury packages to souls on their 4-year trip to eternal rest. But there is trouble in paradise. Help Manny untangle himself from a conspiracy that threatens his very salvation. [Double Fine]",84,8.1,2015,PC,680.4
2242,Age of Empires II: Definitive Edition,PC,"November 14, 2019","Age of Empires II: Definitive Edition celebrates the 20th anniversary of one of the most popular strategy games ever with stunning 4K Ultra HD graphics, a new and fully remastered soundtrack, and brand-new content, “The Last Khans” with 3 new campaigns and 4 new civilizations.",84,8.8,2019,PC,739.2
2243,Spiritfarer,PC,"August 18, 2020","A cozy management game about dying. What will you leave behind? Play as Stella, ferrymaster to the deceased, a Spiritfarer. Build a boat to explore the world, then befriend and care for spirits before finally releasing them into the afterlife. A unique, endlessly varied adventure! Farm, mine, fish, harvest, cook, and craft your way across mystical seas. Unwind for hours into cozy and relaxing gameplay. Join the adventure as Daffodil the cat, in two-player cooperative play. Learn how to say goodbye. Experience moving, emotional stories filled with unforgettable moments. Spend relaxing quality time with your spirit passengers, create lasting memories, and, ultimately, learn how to say goodbye to your cherished friends. What will you leave behind?",84,8.0,2020,PC,672.0
2247,Thimbleweed Park,PC,"March 30, 2017","Thimbleweed Park is the curious story of two washed up federal agents called in to investigate a dead body found in the river just outside of town, bloated and pixelated from a death come too soon.",84,8.1,2017,PC,680.4
2248,The Lord of the Rings: The Battle for Middle-Earth II,PC,"March 2, 2006","Given a new agreement with The Saul Zaentz Company d/b/a Tolkien Enterprises that grants EA the rights to develop games based on the books, in addition to a separate agreement that allows for games based on the New Line Cinema films The Lord of the Rings, The Battle for Middle-earth II will introduce players to depths of the fiction never before explored by EA. With all new content from J.R.R. Tolkien's original fiction, delve deeper than ever before and engage in new battles that go beyond the award-winning movie trilogy. Wage war in the North and assume command of the most storied civilizations in all of Middle-earth history -- the Elven and Dwarven armies -- or fight on the side of Evil with heroes and creatures that have never been seen in The Lord of the Rings films. Defend or overtake never before seen lands such as Dol Guldur, The Misty Mountains, and Mirkwood as you unleash powerful new weapons and abilities - summon dragons, cause volcanoes to erupt, or bring down a cataclysmic lightning strike. But beware, with greater power comes greater adversity. Your enemies, commanded by a powerful new AI system, possess a greater tactical edge and more powerful spells. Will your armies have the fortitude to persevere? [Electronic Arts]",84,7.8,2006,PC,655.1999999999999
2249,F1 2019,PlayStation 4,"June 25, 2019","The official videogame of the 2019 FIA Formula One World Championship, F1 2019 challenges you to Defeat your Rivals in the most ambitious F1 game in Codemasters' history. The game is released a full two months earlier during the Formula 1 myWorld Grosser Preis von Osterreich 2019 weekend and, unlike previous iterations, ahead of the British, German and Hungarian races. F1 2019 features all the official teams, drivers and all 21 circuits from the 2019 season. This year sees the inclusion of F2 with players being able to complete the 2018 season with the likes of George Russell, Lando Norris and Alexander Albon. The 2019 F2 season content will be made available as a free digital update during the season. Having established itself as one of the highest rated racing franchises of all time, F1 2019 builds on the success of previous iterations and delivers an experience that rivals the quality and production values of its real-life race counterpart. With greater emphasis on graphical fidelity, the environments have been significantly enhanced, and the tracks come to life like never before. Night races have been completely overhauled creating vastly improved levels of realism and the upgraded F1 broadcast sound and visuals add further realism to all aspects of the race weekend.",84,7.7,2019,PlayStation_4,646.8000000000001
